id,name,gender,gender_probability,age,age_group,country_id,country_name,country_probability,created_at
019ddd85-8ed1-700c-88bc-59a44b003205,"Joy Camara",female,0.71,56,adult,MR,"Mauritania",0.55,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7552-bcbd-4dc13608d89f,"Nabil Amrani",male,0.69,47,adult,MA,"Morocco",0.3,2026-04-30T08:33:30.833Z
019ddd85-8ed1-791b-b835-3f3b911ab1f0,"Assata Compaoré",female,0.73,41,adult,GH,"Ghana",0.78,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7cd2-b063-abe357a51ccc,"Tesfaye Nkosi",male,0.86,8,child,ET,"Ethiopia",0.52,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7bfd-94ca-892e46018534,"Mumbi Hassan",female,0.76,52,adult,ET,"Ethiopia",0.79,2026-04-30T08:33:30.833Z
019ddd85-8ed1-77c4-ab8c-f2c10ed79d3c,"Jason Jackson",male,0.65,5,child,IN,"India",0.65,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7844-98b1-51f3215fbf47,"Adhiambo Farah",female,0.79,10,child,BI,"Burundi",0.6,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7fb6-960e-71dcd3a0b626,"Cheikh Agyei",male,0.79,49,adult,NG,"Nigeria",0.19,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7341-ad2e-f4db0c375799,"Kunle Zongo",male,0.73,6,child,ML,"Mali",0.74,2026-04-30T08:33:30.833Z
019ddd85-8ed1-77c0-909a-fea59b378514,"Simba Ndebele",male,0.84,56,adult,AO,"Angola",0.72,2026-04-30T08:33:30.833Z
019ddd85-8ed1-77ce-a47b-a41a849b9f17,"Omar Abdi",male,0.87,25,adult,ET,"Ethiopia",0.19,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7119-841e-9f73507e22dd,"Farah Desta",male,0.99,18,teenager,KE,"Kenya",0.7,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7f5d-bf8f-aff4e524f9ca,"Hirut Warsame",female,0.77,31,adult,ET,"Ethiopia",0.26,2026-04-30T08:33:30.833Z
019ddd85-8ed1-73de-a719-582113287e35,"Afia Adomou",female,0.9,81,senior,BJ,"Benin",0.32,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7275-b426-fadbef90064c,"Amira Alaoui",female,0.66,66,senior,TN,"Tunisia",0.15,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7dca-a3ab-2eb2acff0f50,"Mercy Coulibaly",female,0.77,89,senior,BF,"Burkina Faso",0.42,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7e68-b880-776e04f33367,"Siham Khalil",female,0.86,55,adult,MA,"Morocco",0.28,2026-04-30T08:33:30.833Z
019ddd85-8ed1-75e9-a2bb-d2e077328e19,"Richard Segla",male,0.89,55,adult,SN,"Senegal",0.27,2026-04-30T08:33:30.833Z
019ddd85-8ed1-72e9-adc9-29d1f86a0ae1,"Jason Phillips",male,0.91,30,adult,CN,"China",0.72,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7ddf-8682-498bfa87caa3,"Halima Omar",female,0.83,25,adult,RW,"Rwanda",0.53,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7757-8052-2acd1c897386,"Bintou Segla",female,0.83,69,senior,NG,"Nigeria",0.62,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7f08-b755-5606671c1f10,"François Bongo",male,0.77,19,teenager,CF,"Central African Republic",0.92,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7e3c-9501-72f850d1fcd6,"Aster Ndlovu",female,0.82,13,teenager,MU,"Mauritius",0.44,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7b53-b998-09703d8e62d3,"Njoroge Nkosi",male,0.7,81,senior,TZ,"Tanzania",0.89,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7a58-88de-928a5899b1fe,"Yaa Compaoré",female,0.85,32,adult,MR,"Mauritania",0.15,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7640-8d30-386ce9d64e0b,"Youssef Amrani",male,0.76,52,adult,DZ,"Algeria",0.75,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7068-b2c0-41f1708fbbad,"Gloire Obiang",female,0.65,37,adult,CD,"DR Congo",0.23,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7d50-aa96-f0033acc78e0,"Jeanne Nkoghe",female,0.97,10,child,CD,"DR Congo",0.85,2026-04-30T08:33:30.833Z
019ddd85-8ed1-71ae-b1bb-5e3e1ea0e96e,"Adhiambo Waweru",female,0.71,85,senior,MG,"Madagascar",0.82,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7a0c-b5f3-538e6aa4f9bb,"Joy Sow",female,0.81,17,teenager,ML,"Mali",0.2,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7871-8235-56017f884680,"Estelle Asante",female,0.89,31,adult,NG,"Nigeria",0.5,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7dc8-9a77-481369c226ad,"Thomas White",male,0.69,20,adult,IN,"India",0.73,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7fa5-b5e3-ddf638779d43,"Ashley Roberts",female,0.9,32,adult,GB,"United Kingdom",0.67,2026-04-30T08:33:30.833Z
019ddd85-8ed1-74ba-8c79-3f2680a3301d,"Efua Agbodji",female,0.99,18,teenager,CI,"Côte d'Ivoire",0.2,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7c3b-bfeb-7e702b315bd5,"Otieno Mnguni",male,0.78,29,adult,KE,"Kenya",0.63,2026-04-30T08:33:30.833Z
019ddd85-8ed1-735b-908f-ed5425525a19,"Tafadzwa Khumalo",male,0.74,45,adult,ZW,"Zimbabwe",0.16,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7852-a17c-1f9d577f96cb,"Wangari Adhiambo",female,0.75,35,adult,ET,"Ethiopia",0.55,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7d8b-9268-9d4a85b4e9af,"André Nguema",male,0.74,28,adult,CG,"Republic of the Congo",0.26,2026-04-30T08:33:30.833Z
019ddd85-8ed1-713c-9df0-507938b1e4d2,"Nokwanda Sibanda",female,0.71,19,teenager,ZA,"South Africa",0.5,2026-04-30T08:33:30.833Z
019ddd85-8ed1-72af-88e7-dc99cfebf1a8,"Laila Rachidi",female,0.94,30,adult,MA,"Morocco",0.1,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7441-b38a-ddefc473690f,"Zanele Getachew",female,0.91,29,adult,RW,"Rwanda",0.34,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7e81-836d-baa0c81e12c7,"Honorine Sow",female,0.74,78,senior,NG,"Nigeria",0.47,2026-04-30T08:33:30.833Z
019ddd85-8ed1-79a3-b5fd-213caec17e43,"Maryam Kamau",female,0.74,81,senior,KE,"Kenya",0.92,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7a3c-bdb5-3db62e50a0a4,"Nompumelelo Masondo",female,0.97,32,adult,KE,"Kenya",0.77,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7a5f-92e4-b76e81b85ef3,"Simba Mpofu",male,0.89,57,adult,BW,"Botswana",0.78,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7961-a70d-fd0af57d6e23,"Clarisse Tchalla",female,0.66,26,adult,SN,"Senegal",0.1,2026-04-30T08:33:30.833Z
019ddd85-8ed1-757d-a29c-f045c34d4ffa,"Grâce Afolabi",female,0.71,48,adult,GH,"Ghana",0.41,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7f6d-ab2b-39682c5d5ad5,"Tigist Awino",female,0.96,48,adult,TZ,"Tanzania",0.8,2026-04-30T08:33:30.833Z
019ddd85-8ed1-76d3-8f05-3c94c0d9a2f8,"Ibrahima Olawale",male,0.71,53,adult,NG,"Nigeria",0.48,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7f0b-962b-f82202178a41,"Louis Bomboko",male,0.67,44,adult,CM,"Cameroon",0.83,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7a2e-ac58-31180215f9f5,"Sipho Haile",male,0.9,54,adult,MG,"Madagascar",0.72,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7f38-b173-56e59e8fda46,"Simba Moyo",male,0.89,84,senior,ZA,"South Africa",0.63,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7904-896f-abe8a1228885,"Kunle Nwosu",male,0.94,52,adult,GH,"Ghana",0.21,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7c2c-8961-6bcc1841925b,"Moussa Sawadogo",male,0.71,16,teenager,BJ,"Benin",0.57,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7ad2-a980-d751a68845c0,"Timothy White",male,0.74,24,adult,FR,"France",0.61,2026-04-30T08:33:30.833Z
019ddd85-8ed1-79d3-8264-253a9f5010f3,"Kunle Segla",male,0.97,7,child,MR,"Mauritania",0.5,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7e98-9380-34b2884fb7d2,"Ekow Barro",male,0.78,27,adult,SN,"Senegal",0.75,2026-04-30T08:33:30.833Z
019ddd85-8ed1-79f7-8c93-e567d0e986c9,"Stephanie Adams",female,0.75,34,adult,FR,"France",0.47,2026-04-30T08:33:30.833Z
019ddd85-8ed1-76c7-89f0-60a39d7b079c,"Dina Tazi",female,0.71,18,teenager,EG,"Egypt",0.22,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7069-978e-749148d90576,"Steven Anderson",male,0.88,37,adult,JP,"Japan",0.22,2026-04-30T08:33:30.833Z
019ddd85-8ed1-72be-aaf2-bd041abb3dfd,"Rim Khatib",female,0.98,63,senior,DZ,"Algeria",0.29,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7512-b729-644b5c156824,"Jacques Mukendi",male,0.77,79,senior,CM,"Cameroon",0.54,2026-04-30T08:33:30.833Z
019ddd85-8ed1-792c-8a6b-2588f9355c7e,"Zineb Tahir",female,0.93,25,adult,EG,"Egypt",0.42,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7d94-8d52-72219b173a41,"Hajar Khatib",female,0.7,18,teenager,SD,"Sudan",0.71,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7545-ae70-a3e3f6f6bff7,"Alexis Camara",male,0.93,20,adult,NG,"Nigeria",0.12,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7fa0-989d-c4bd287f75d8,"Wangari Farah",female,0.73,36,adult,KE,"Kenya",0.8,2026-04-30T08:33:30.833Z
019ddd85-8ed1-787d-b2ff-922c2e30042b,"Chipo Shabalala",female,0.77,37,adult,ZM,"Zambia",0.27,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7e1d-b469-3cba93d8034c,"Thabo Ndlovu",male,0.88,25,adult,UG,"Uganda",0.91,2026-04-30T08:33:30.833Z
019ddd85-8ed1-71ef-b44b-1eb0910b086c,"Abena Adjei",female,0.76,24,adult,BJ,"Benin",0.72,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7b23-999e-6940babdf086,"Parfait Obiang",male,0.94,29,adult,CM,"Cameroon",0.68,2026-04-30T08:33:30.833Z
019ddd85-8ed1-79e1-89d7-0efa349d5dde,"Linda Anderson",female,0.94,35,adult,CA,"Canada",0.76,2026-04-30T08:33:30.833Z
019ddd85-8ed1-741b-b50d-7a8706790140,"Hiwot Ouma",female,0.88,77,senior,ET,"Ethiopia",0.33,2026-04-30T08:33:30.833Z
019ddd85-8ed1-7078-b052-8873b25f76e5,"Girma Ahmed",male,0.96,6,child,ET,"Ethiopia",0.12,2026-04-30T08:33:30.833Z
